=== RESULTS ===

Algorithm:	Apriori
Count:		25507

Finished in 34.79 seconds['35-50y', '<40h', 0.21531232725262575, 0.6273264137437365]
['<40h', ('HS-grad', 'cg_0', 'cl_0'), 0.2169092807567103, 0.3073542210617929]
['HS-grad', ('<40h', 'cg_0', 'cl_0'), 0.2169092807567103, 0.6726026092753071]
[('<40h', 'Male', 'Private'), 'United-States', 0.25925925925925924, 0.8662904053360698]
[('<40h', 'Male', 'United-States'), 'Private', 0.25925925925925924, 0.6863972680705749]
[('<40h', 'Private', 'United-States'), 'Male', 0.25925925925925924, 0.5914664051005395]
[('Male', 'Private', 'United-States'), '<40h', 0.25925925925925924, 0.6391096979332274]
[('<40h', 'Male'), ('Private', 'United-States'), 0.25925925925925924, 0.6051179126944305]
[('<40h', 'Private'), ('Male', 'United-States'), 0.25925925925925924, 0.5186140803538518]
[('<40h', 'United-States'), ('Male', 'Private'), 0.25925925925925924, 0.41353972763789554]
[('Male', 'Private'), ('<40h', 'United-States'), 0.25925925925925924, 0.5649089935760171]
[('Male', 'United-States'), ('<40h', 'Private'), 0.25925925925925924, 0.4331896551724138]
[('Private', 'United-States'), ('<40h', 'Male'), 0.25925925925925924, 0.41926992798609386]
['<40h', ('Male', 'Private', 'United-States'), 0.25925925925925924, 0.36736292428198436]
['Male', ('<40h', 'Private', 'United-States'), 0.25925925925925924, 0.3874254245066544]
['Private', ('<40h', 'Male', 'United-States'), 0.25925925925925924, 0.37195981670778994]
[('<40h', 'Male', 'Private'), 'White', 0.25502119034457343, 0.8521292970754233]
[('<40h', 'Male', 'White'), 'Private', 0.25502119034457343, 0.6967612015438832]
[('<40h', 'Private', 'White'), 'Male', 0.25502119034457343, 0.613792593687634]
[('Male', 'Private', 'White'), '<40h', 0.25502119034457343, 0.6327821382305875]
[('<40h', 'Male'), ('Private', 'White'), 0.25502119034457343, 0.5952261486631782]
[('<40h', 'Private'), ('Male', 'White'), 0.25502119034457343, 0.5101363803907114]
[('<40h', 'White'), ('Male', 'Private'), 0.25502119034457343, 0.4357682619647355]
[('Male', 'Private'), ('<40h', 'White'), 0.25502119034457343, 0.5556745182012848]
[('Male', 'White'), ('<40h', 'Private'), 0.25502119034457343, 0.43308647126316885]
[('Private', 'White'), ('<40h', 'Male'), 0.25502119034457343, 0.42795299938157083]
['<40h', ('Male', 'Private', 'White'), 0.25502119034457343, 0.36135770234986947]
['Male', ('<40h', 'Private', 'White'), 0.25502119034457343, 0.3810922441486921]
['Private', ('<40h', 'Male', 'White'), 0.25502119034457343, 0.36587945012336975]
[('<40h', 'Male', 'Private'), 'cg_0', 0.2778391990663964, 0.9283735248845562]
[('<40h', 'Male', 'cg_0'), 'Private', 0.2778391990663964, 0.7034445221988959]
[('<40h', 'Private', 'cg_0'), 'Male', 0.2778391990663964, 0.5917713239141811]
[('Male', 'Private', 'cg_0'), '<40h', 0.2778391990663964, 0.6650249926492208]
[('<40h', 'Male'), ('Private', 'cg_0'), 0.2778391990663964, 0.6484839796430364]
[('<40h', 'Private'), ('Male', 'cg_0'), 0.2778391990663964, 0.5557808084531269]
[('<40h', 'cg_0'), ('Male', 'Private'), 0.2778391990663964, 0.4223031321476917]
[('Male', 'Private'), ('<40h', 'cg_0'), 0.2778391990663964, 0.6053934689507494]
[('Male', 'cg_0'), ('<40h', 'Private'), 0.2778391990663964, 0.4592152682604944]
[('Private', 'cg_0'), ('<40h', 'Male'), 0.2778391990663964, 0.43154932264834955]
['<40h', ('Male', 'Private', 'cg_0'), 0.2778391990663964, 0.3936901653611836]
['Male', ('<40h', 'Private', 'cg_0'), 0.2778391990663964, 0.41519045433685176]
['Private', ('<40h', 'Male', 'cg_0'), 0.2778391990663964, 0.3986164962989073]
['cg_0', ('<40h', 'Male', 'Private'), 0.2778391990663964, 0.3030922308955074]
[('<40h', 'Male', 'Private'), 'cl_0', 0.2875744733124501, 0.9609030271934326]
[('<40h', 'Male', 'cl_0'), 'Private', 0.2875744733124501, 0.7018438015290062]
[('<40h', 'Private', 'cl_0'), 'Male', 0.2875744733124501, 0.5963951340678938]
[('Male', 'Private', 'cl_0'), '<40h', 0.2875744733124501, 0.6590189316630305]
[('<40h', 'Male'), ('Private', 'cl_0'), 0.2875744733124501, 0.6712063651351158]
[('<40h', 'Private'), ('Male', 'cl_0'), 0.2875744733124501, 0.5752549453249785]
[('<40h', 'cl_0'), ('Male', 'Private'), 0.2875744733124501, 0.4241134109334662]
[('Male', 'Private'), ('<40h', 'cl_0'), 0.2875744733124501, 0.6266059957173448]
[('Male', 'cl_0'), ('<40h', 'Private'), 0.2875744733124501, 0.45368217054263565]
[('Private', 'cl_0'), ('<40h', 'Male'), 0.2875744733124501, 0.4312425163488993]
['<40h', ('Male', 'Private', 'cl_0'), 0.2875744733124501, 0.40748476936466493]
['Male', ('<40h', 'Private', 'cl_0'), 0.2875744733124501, 0.4297384121156494]
['Private', ('<40h', 'Male', 'cl_0'), 0.2875744733124501, 0.41258371519210435]
['cl_0', ('<40h', 'Male', 'Private'), 0.2875744733124501, 0.30165582114554473]
[('<40h', 'Not-in-family', 'cg_0'), 'cl_0', 0.1633806277255697, 0.9611562782294489]
[('<40h', 'Not-in-family', 'cl_0'), 'cg_0', 0.1633806277255697, 0.9459459459459459]
[('Not-in-family', 'cg_0', 'cl_0'), '<40h', 0.1633806277255697, 0.7163053722902922]
[('<40h', 'Not-in-family'), ('cg_0', 'cl_0'), 0.1633806277255697, 0.9111149169378319]
[('Not-in-family', 'cg_0'), ('<40h', 'cl_0'), 0.1633806277255697, 0.6854786754284242]
[('Not-in-family', 'cl_0'), ('<40h', 'cg_0'), 0.1633806277255697, 0.6674193953079914]
['Not-in-family', ('<40h', 'cg_0', 'cl_0'), 0.1633806277255697, 0.6405779650812763]
[('<40h', 'Private', 'United-States'), 'White', 0.3761439715005221, 0.8581237301198066]
[('<40h', 'Private', 'White'), 'United-States', 0.3761439715005221, 0.9053145095720304]
[('<40h', 'United-States', 'White'), 'Private', 0.3761439715005221, 0.7028981348637016]
[('Private', 'United-States', 'White'), '<40h', 0.3761439715005221, 0.6908844765342961]
[('<40h', 'Private'), ('United-States', 'White'), 0.3761439715005221, 0.7524265880329278]
[('<40h', 'United-States'), ('Private', 'White'), 0.3761439715005221, 0.5999804056039972]
[('<40h', 'White'), ('Private', 'United-States'), 0.3761439715005221, 0.6427371956339211]
[('Private', 'United-States'), ('<40h', 'White'), 0.3761439715005221, 0.6082940153960765]
[('Private', 'White'), ('<40h', 'United-States'), 0.3761439715005221, 0.6312100597814884]
[('United-States', 'White'), ('<40h', 'Private'), 0.3761439715005221, 0.47804535342102183]
['<40h', ('Private', 'United-States', 'White'), 0.3761439715005221, 0.5329852045256745]
['Private', ('<40h', 'United-States', 'White'), 0.3761439715005221, 0.539654564681001]
['United-States', ('<40h', 'Private', 'White'), 0.3761439715005221, 0.41988344189235516]
['White', ('<40h', 'Private', 'United-States'), 0.3761439715005221, 0.44032211676732813]
[('<40h', 'Private', 'United-States'), 'cg_0', 0.41090842085866963, 0.9374343165417222]
[('<40h', 'Private', 'cg_0'), 'United-States', 0.41090842085866963, 0.8751962323390895]
[('<40h', 'United-States', 'cg_0'), 'Private', 0.41090842085866963, 0.7042475919785252]
[('Private', 'United-States', 'cg_0'), '<40h', 0.41090842085866963, 0.720982864532816]
[('<40h', 'Private'), ('United-States', 'cg_0'), 0.41090842085866963, 0.8219683007740509]
[('<40h', 'United-States'), ('Private', 'cg_0'), 0.41090842085866963, 0.6554325462917605]
[('<40h', 'cg_0'), ('Private', 'United-States'), 0.41090842085866963, 0.6245623862204173]
[('Private', 'United-States'), ('<40h', 'cg_0'), 0.41090842085866963, 0.6645145269431338]
[('Private', 'cg_0'), ('<40h', 'United-States'), 0.41090842085866963, 0.6382369776760161]
[('United-States', 'cg_0'), ('<40h', 'Private'), 0.41090842085866963, 0.5011423648825799]
['<40h', ('Private', 'United-States', 'cg_0'), 0.41090842085866963, 0.5822454308093995]
['Private', ('<40h', 'United-States', 'cg_0'), 0.41090842085866963, 0.5895311949242157]
['United-States', ('<40h', 'Private', 'cg_0'), 0.41090842085866963, 0.4586904353788139]
['cg_0', ('<40h', 'Private', 'United-States'), 0.41090842085866963, 0.4482562229890449]
[('<40h', 'Private', 'United-States'), 'cl_0', 0.42224064860880783, 0.9632873257198907]
[('<40h', 'Private', 'cl_0'), 'United-States', 0.42224064860880783, 0.8756767084899051]
[('<40h', 'United-States', 'cl_0'), 'Private', 0.42224064860880783, 0.7015511786917032]
[('Private', 'United-States', 'cl_0'), '<40h', 0.42224064860880783, 0.7147164318760721]
[('<40h', 'Private'), ('United-States', 'cl_0'), 0.42224064860880783, 0.8446369332841872]
[('<40h', 'United-States'), ('Private', 'cl_0'), 0.42224064860880783, 0.6735083766042912]
[('<40h', 'cl_0'), ('Private', 'United-States'), 0.42224064860880783, 0.622718420218307]
[('Private', 'United-States'), ('<40h', 'cl_0'), 0.42224064860880783, 0.6828408244350633]
[('Private', 'cl_0'), ('<40h', 'United-States'), 0.42224064860880783, 0.6331859629731971]
[('United-States', 'cl_0'), ('<40h', 'Private'), 0.42224064860880783, 0.4947285092296067]
['<40h', ('Private', 'United-States', 'cl_0'), 0.42224064860880783, 0.5983028720626632]
['Private', ('<40h', 'United-States', 'cl_0'), 0.42224064860880783, 0.6057895664434262]
['United-States', ('<40h', 'Private', 'cl_0'), 0.42224064860880783, 0.47134041823791567]
['cl_0', ('<40h', 'Private', 'United-States'), 0.42224064860880783, 0.4429160492236325]
[('<40h', 'Private', 'White'), 'cg_0', 0.389380259197838, 0.9371720008869835]
[('<40h', 'Private', 'cg_0'), 'White', 0.389380259197838, 0.8293432757718472]
[('<40h', 'White', 'cg_0'), 'Private', 0.389380259197838, 0.7158019533675831]
[('Private', 'White', 'cg_0'), '<40h', 0.389380259197838, 0.7097514554411106]
[('<40h', 'Private'), ('White', 'cg_0'), 0.389380259197838, 0.7789040422656346]
[('<40h', 'White'), ('Private', 'cg_0'), 0.389380259197838, 0.6653547439126785]
[('<40h', 'cg_0'), ('Private', 'White'), 0.389380259197838, 0.5918405452084209]
[('Private', 'White'), ('<40h', 'cg_0'), 0.389380259197838, 0.6534219748505463]
[('Private', 'cg_0'), ('<40h', 'White'), 0.389380259197838, 0.6047987025376836]
[('White', 'cg_0'), ('<40h', 'Private'), 0.389380259197838, 0.49903569882315896]
['<40h', ('Private', 'White', 'cg_0'), 0.389380259197838, 0.5517406440382941]
['Private', ('<40h', 'White', 'cg_0'), 0.389380259197838, 0.5586446951004582]
['White', ('<40h', 'Private', 'cg_0'), 0.389380259197838, 0.4558167960885821]
['cg_0', ('<40h', 'Private', 'White'), 0.389380259197838, 0.4247713491239237]
[('<40h', 'Private', 'White'), 'cl_0', 0.40034395921626437, 0.9635597605144505]
[('<40h', 'Private', 'cl_0'), 'White', 0.40034395921626437, 0.8302655881790969]
[('<40h', 'White', 'cl_0'), 'Private', 0.40034395921626437, 0.712856127303549]
[('Private', 'White', 'cl_0'), '<40h', 0.40034395921626437, 0.7035837651122625]
[('<40h', 'Private'), ('White', 'cl_0'), 0.40034395921626437, 0.8008354834746283]
[('<40h', 'White'), ('Private', 'cl_0'), 0.40034395921626437, 0.6840890008396305]
[('<40h', 'cl_0'), ('Private', 'White'), 0.40034395921626437, 0.5904252910004982]
[('Private', 'White'), ('<40h', 'cl_0'), 0.40034395921626437, 0.6718202432488147]
[('Private', 'cl_0'), ('<40h', 'White'), 0.40034395921626437, 0.6003500046053237]
[('White', 'cl_0'), ('<40h', 'Private'), 0.40034395921626437, 0.4924820551567813]
['<40h', ('Private', 'White', 'cl_0'), 0.40034395921626437, 0.5672758920800697]
['Private', ('<40h', 'White', 'cl_0'), 0.40034395921626437, 0.5743743390905887]
['White', ('<40h', 'Private', 'cl_0'), 0.40034395921626437, 0.46865113603681335]
['cl_0', ('<40h', 'Private', 'White'), 0.40034395921626437, 0.4199471683525546]
[('<40h', 'Private', 'cg_0'), 'cl_0', 0.45178428843437135, 0.962257980115123]
[('<40h', 'Private', 'cl_0'), 'cg_0', 0.45178428843437135, 0.9369466912935481]
[('<40h', 'cg_0', 'cl_0'), 'Private', 0.45178428843437135, 0.7168404638924082]
[('Private', 'cg_0', 'cl_0'), '<40h', 0.45178428843437135, 0.736212591332199]
[('<40h', 'Private'), ('cg_0', 'cl_0'), 0.45178428843437135, 0.903735102592456]
[('<40h', 'cg_0'), ('Private', 'cl_0'), 0.45178428843437135, 0.6866918732203706]
[('<40h', 'cl_0'), ('Private', 'cg_0'), 0.45178428843437135, 0.6662892341138639]
[('Private', 'cg_0'), ('<40h', 'cl_0'), 0.45178428843437135, 0.7017267697004389]
[('Private', 'cl_0'), ('<40h', 'cg_0'), 0.45178428843437135, 0.6774891774891775]
[('cg_0', 'cl_0'), ('<40h', 'Private'), 0.45178428843437135, 0.5192728556300741]
['<40h', ('Private', 'cg_0', 'cl_0'), 0.45178428843437135, 0.640165361183638]
['Private', ('<40h', 'cg_0', 'cl_0'), 0.45178428843437135, 0.6481758900246739]
['cg_0', ('<40h', 'Private', 'cl_0'), 0.45178428843437135, 0.49284733156889676]
['cl_0', ('<40h', 'Private', 'cg_0'), 0.45178428843437135, 0.47390632046904196]
[('<=50K', 'HS-grad', 'Male'), 'United-States', 0.16018672071740064, 0.9212292476156835]
[('<=50K', 'HS-grad', 'United-States'), 'Male', 0.16018672071740064, 0.6424436506958985]
[('<=50K', 'Male', 'United-States'), 'HS-grad', 0.16018672071740064, 0.3895735305101202]
[('HS-grad', 'Male', 'United-States'), '<=50K', 0.16018672071740064, 0.7909021986353298]
[('<=50K', 'HS-grad'), ('Male', 'United-States'), 0.16018672071740064, 0.5909811919329254]
[('<=50K', 'Male'), ('HS-grad', 'United-States'), 0.16018672071740064, 0.3447911158117398]
[('HS-grad', 'Male'), ('<=50K', 'United-States'), 0.16018672071740064, 0.7335114611165799]
[('HS-grad', 'United-States'), ('<=50K', 'Male'), 0.16018672071740064, 0.5376211090496805]
['HS-grad', ('<=50K', 'Male', 'United-States'), 0.16018672071740064, 0.4967145986096562]
[('<=50K', 'HS-grad', 'Male'), 'cg_0', 0.16556108347153123, 0.9521370540445072]
[('<=50K', 'HS-grad', 'cg_0'), 'Male', 0.16556108347153123, 0.6382903149419844]
[('<=50K', 'Male', 'cg_0'), 'HS-grad', 0.16556108347153123, 0.37331209750017313]
[('HS-grad', 'Male', 'cg_0'), '<=50K', 0.16556108347153123, 0.8186788154897494]
[('<=50K', 'HS-grad'), ('Male', 'cg_0'), 0.16556108347153123, 0.6108089734874235]
[('<=50K', 'Male'), ('HS-grad', 'cg_0'), 0.16556108347153123, 0.3563590692755156]
[('HS-grad', 'Male'), ('<=50K', 'cg_0'), 0.16556108347153123, 0.7581212206440726]
[('HS-grad', 'cg_0'), ('<=50K', 'Male'), 0.16556108347153123, 0.5490935017315135]
['HS-grad', ('<=50K', 'Male', 'cg_0'), 0.16556108347153123, 0.5133796781258928]
[('<=50K', 'HS-grad', 'Male'), 'cl_0', 0.16854001596953505, 0.9692688096079124]
[('<=50K', 'HS-grad', 'cl_0'), 'Male', 0.16854001596953505, 0.6408968819339017]
[('<=50K', 'Male', 'cl_0'), 'HS-grad', 0.16854001596953505, 0.3746075085324232]
[('HS-grad', 'Male', 'cl_0'), '<=50K', 0.16854001596953505, 0.8059920693200177]
[('<=50K', 'HS-grad'), ('Male', 'cl_0'), 0.16854001596953505, 0.6217992295490596]
[('<=50K', 'Male'), ('HS-grad', 'cl_0'), 0.16854001596953505, 0.36277102062400846]
[('HS-grad', 'Male'), ('<=50K', 'cl_0'), 0.16854001596953505, 0.7717620587821685]
[('HS-grad', 'cl_0'), ('<=50K', 'Male'), 0.16854001596953505, 0.5434739552386612]
['HS-grad', ('<=50K', 'Male', 'cl_0'), 0.16854001596953505, 0.5226168936291782]
[('<=50K', 'HS-grad', 'Private'), 'United-States', 0.18699711319943493, 0.9141270079567633]
[('<=50K', 'HS-grad', 'United-States'), 'Private', 0.18699711319943493, 0.7499692080305457]
[('<=50K', 'Private', 'United-States'), 'HS-grad', 0.18699711319943493, 0.39047069385661154]
[('HS-grad', 'Private', 'United-States'), '<=50K', 0.18699711319943493, 0.851846670397314]
[('<=50K', 'HS-grad'), ('Private', 'United-States'), 0.18699711319943493, 0.6898934964876501]
[('<=50K', 'Private'), ('HS-grad', 'United-States'), 0.18699711319943493, 0.343371115998421]
[('HS-grad', 'Private'), ('<=50K', 'United-States'), 0.18699711319943493, 0.7826478149100257]
[('HS-grad', 'United-States'), ('<=50K', 'Private'), 0.18699711319943493, 0.6276025561739847]
[('Private', 'United-States'), ('<=50K', 'HS-grad'), 0.18699711319943493, 0.30240874099826176]
['HS-grad', ('<=50K', 'Private', 'United-States'), 0.18699711319943493, 0.5798495381392248]
[('<=50K', 'HS-grad', 'Private'), 'White', 0.17118113138013635, 0.8368112895961567]
[('<=50K', 'HS-grad', 'White'), 'Private', 0.17118113138013635, 0.7571312143439283]
[('<=50K', 'Private', 'White'), 'HS-grad', 0.17118113138013635, 0.3747982786444325]
[('HS-grad', 'Private', 'White'), '<=50K', 0.17118113138013635, 0.8430127041742287]
[('<=50K', 'HS-grad'), ('Private', 'White'), 0.17118113138013635, 0.6315431679129844]
[('<=50K', 'Private'), ('HS-grad', 'White'), 0.17118113138013635, 0.3143292167145999]
[('HS-grad', 'Private'), ('<=50K', 'White'), 0.17118113138013635, 0.7164524421593831]
[('HS-grad', 'White'), ('<=50K', 'Private'), 0.17118113138013635, 0.626010781671159]
['HS-grad', ('<=50K', 'Private', 'White'), 0.17118113138013635, 0.5308065898485859]
[('<=50K', 'HS-grad', 'Private'), 'cg_0', 0.1963945703580861, 0.9600660561477256]
[('<=50K', 'HS-grad', 'cg_0'), 'Private', 0.1963945703580861, 0.7571631541558134]
[('<=50K', 'Private', 'cg_0'), 'HS-grad', 0.1963945703580861, 0.3753595116511123]
[('HS-grad', 'Private', 'cg_0'), '<=50K', 0.1963945703580861, 0.8735145471930065]
[('<=50K', 'HS-grad'), ('Private', 'cg_0'), 0.1963945703580861, 0.7245637888058011]
[('<=50K', 'Private'), ('HS-grad', 'cg_0'), 0.1963945703580861, 0.3606270794563808]
[('HS-grad', 'Private'), ('<=50K', 'cg_0'), 0.1963945703580861, 0.8219794344473008]
[('HS-grad', 'cg_0'), ('<=50K', 'Private'), 0.1963945703580861, 0.6513546547158281]
[('Private', 'cg_0'), ('<=50K', 'HS-grad'), 0.1963945703580861, 0.30504674680404503]
['HS-grad', ('<=50K', 'Private', 'cg_0'), 0.1963945703580861, 0.6089896200361871]
[('<=50K', 'HS-grad', 'Private'), 'cl_0', 0.1987900006142129, 0.9717760096081669]
[('<=50K', 'HS-grad', 'cl_0'), 'Private', 0.1987900006142129, 0.7559266612168632]
[('<=50K', 'Private', 'cl_0'), 'HS-grad', 0.1987900006142129, 0.37579100145137884]
[('HS-grad', 'Private', 'cl_0'), '<=50K', 0.1987900006142129, 0.8621470431539691]
[('<=50K', 'HS-grad'), ('Private', 'cl_0'), 0.1987900006142129, 0.7334013142986631]
[('<=50K', 'Private'), ('HS-grad', 'cl_0'), 0.1987900006142129, 0.36502565837703715]
[('HS-grad', 'Private'), ('<=50K', 'cl_0'), 0.1987900006142129, 0.8320051413881748]
[('HS-grad', 'cl_0'), ('<=50K', 'Private'), 0.1987900006142129, 0.6410180233709646]
['HS-grad', ('<=50K', 'Private', 'cl_0'), 0.1987900006142129, 0.6164174840491382]
[('<=50K', 'HS-grad', 'United-States'), 'White', 0.21214913088876605, 0.8508436999630496]
[('<=50K', 'HS-grad', 'White'), 'United-States', 0.21214913088876605, 0.9383319750067917]
[('<=50K', 'United-States', 'White'), 'HS-grad', 0.21214913088876605, 0.36517418195274093]
[('HS-grad', 'United-States', 'White'), '<=50K', 0.21214913088876605, 0.8239503816793893]
[('<=50K', 'HS-grad'), ('United-States', 'White'), 0.21214913088876605, 0.7826875141627011]
[('<=50K', 'United-States'), ('HS-grad', 'White'), 0.21214913088876605, 0.3140142733760625]
[('<=50K', 'White'), ('HS-grad', 'United-States'), 0.21214913088876605, 0.3337359292719455]
[('HS-grad', 'United-States'), ('<=50K', 'White'), 0.21214913088876605, 0.7120181405895691]
[('HS-grad', 'White'), ('<=50K', 'United-States'), 0.21214913088876605, 0.7758310871518419]
['HS-grad', ('<=50K', 'United-States', 'White'), 0.21214913088876605, 0.6578421102752119]
[('<=50K', 'HS-grad', 'United-States'), 'cg_0', 0.23871383821632577, 0.957383914275157]
[('<=50K', 'HS-grad', 'cg_0'), 'United-States', 0.23871383821632577, 0.9203173099692162]
[('<=50K', 'United-States', 'cg_0'), 'HS-grad', 0.23871383821632577, 0.36894816783747864]
[('HS-grad', 'United-States', 'cg_0'), '<=50K', 0.23871383821632577, 0.8570956003969566]
[('<=50K', 'HS-grad'), ('United-States', 'cg_0'), 0.23871383821632577, 0.880693405846363]
[('<=50K', 'United-States'), ('HS-grad', 'cg_0'), 0.23871383821632577, 0.3533342424655666]
[('<=50K', 'cg_0'), ('HS-grad', 'United-States'), 0.23871383821632577, 0.32818239392020265]
[('HS-grad', 'United-States'), ('<=50K', 'cg_0'), 0.23871383821632577, 0.8011750154607298]
[('HS-grad', 'cg_0'), ('<=50K', 'United-States'), 0.23871383821632577, 0.7917091057241801]
['<=50K', ('HS-grad', 'United-States', 'cg_0'), 0.23871383821632577, 0.3144417475728155]
['HS-grad', ('<=50K', 'United-States', 'cg_0'), 0.23871383821632577, 0.740215217598324]
[('<=50K', 'HS-grad', 'United-States'), 'cl_0', 0.24160063878140164, 0.9689616947899987]
[('<=50K', 'HS-grad', 'cl_0'), 'United-States', 0.24160063878140164, 0.9187200747401612]
[('<=50K', 'United-States', 'cl_0'), 'HS-grad', 0.24160063878140164, 0.3689097303634232]
[('HS-grad', 'United-States', 'cl_0'), '<=50K', 0.24160063878140164, 0.8443705055275303]
